Año;Departamento;Municipio;Grupo_Etario;Sexo;Casos
2016;SOLOLA;SANTA CATARINA IXTAHUACÁN;5a a 9 años;Masculino;1
2016;SUCHITEPEQUEZ;SAN FRANCISCO ZAPOTITLÁN;5a a 9 años;Masculino;1
2016;SUCHITEPEQUEZ;SAN PABLO JOCOPILAS;5a a 9 años;Masculino;1
2016;ZACAPA;GUALÁN;5a a 9 años;Masculino;5
2016;ZACAPA;LA UNIÓN;5a a 9 años;Masculino;3
2016;ZACAPA;TECULUTÁN;5a a 9 años;Masculino;1
2016;ZACAPA;ZACAPA;5a a 9 años;Masculino;1
2017;CHIQUIMULA;CHIQUIMULA;5a a 9 años;Masculino;1
2017;CHIQUIMULA;ESQUIPULAS;5a a 9 años;Masculino;2
2017;EL PETEN;SAYAXCHÉ;5a a 9 años;Masculino;1
2017;ESCUINTLA;ESCUINTLA;5a a 9 años;Masculino;1
2017;ESCUINTLA;LA GOMERA;5a a 9 años;Masculino;1
2017;ESCUINTLA;SIQUINALÁ;5a a 9 años;Masculino;1
2017;GUATEMALA;GUATEMALA;5a a 9 años;Masculino;13
2017;GUATEMALA;VILLA NUEVA;5a a 9 años;Masculino;2
2017;QUETZALTENANGO;EL PALMAR;5a a 9 años;Masculino;1
2017;QUETZALTENANGO;FLORES COSTA CUCA;5a a 9 años;Masculino;1
2017;SANTA ROSA;BARBERENA;5a a 9 años;Masculino;1
2017;SANTA ROSA;CUILAPA;5a a 9 años;Masculino;1
2017;SUCHITEPEQUEZ;SAMAYAC;5a a 9 años;Masculino;1
2018;ESCUINTLA;SANTA LUCÍA COTZUMALGUAPA;5a a 9 años;Masculino;1
2018;GUATEMALA;GUATEMALA;5a a 9 años;Masculino;2
2018;GUATEMALA;MIXCO;5a a 9 años;Masculino;1
2018;QUETZALTENANGO;COATEPEQUE;5a a 9 años;Masculino;1
2018;SUCHITEPEQUEZ;SAMAYAC;5a a 9 años;Masculino;1
2018;SUCHITEPEQUEZ;SAN PABLO JOCOPILAS;5a a 9 años;Masculino;1
2018;ZACAPA;CABAÑAS;5a a 9 años;Masculino;1
2019;ALTA VERAPAZ;CHISEC;5a a 9 años;Masculino;3
2019;CHIQUIMULA;ESQUIPULAS;5a a 9 años;Masculino;1
2019;CHIQUIMULA;JOCOTÁN;5a a 9 años;Masculino;1
2019;EL PETEN;DOLORES;5a a 9 años;Masculino;1
2019;EL PETEN;SAN LUIS;5a a 9 años;Masculino;1
2019;GUATEMALA;GUATEMALA;5a a 9 años;Masculino;20
2019;GUATEMALA;SAN JUAN SACATEPÉQUEZ;5a a 9 años;Masculino;2
2019;JUTIAPA;JEREZ;5a a 9 años;Masculino;1
2019;QUICHE;PACHALÚN;5a a 9 años;Masculino;1
2019;RETALHULEU;SAN ANDRÉS VILLA SECA;5a a 9 años;Masculino;1
2019;SANTA ROSA;BARBERENA;5a a 9 años;Masculino;1
2019;SANTA ROSA;ORATORIO;5a a 9 años;Masculino;2
2019;SANTA ROSA;SAN RAFAEL LAS FLORES;5a a 9 años;Masculino;1
2019;ZACAPA;USUMATLÁN;5a a 9 años;Masculino;1
2020;JUTIAPA;JUTIAPA;5a a 9 años;Masculino;1
2022;GUATEMALA;GUATEMALA;5a a 9 años;Masculino;1
2023;EL PETEN;SAN BENITO;5a a 9 años;Masculino;4
2024;CHIMALTENANGO;CHIMALTENANGO;5a a 9 años;Masculino;1
2024;EL PETEN;SAN BENITO;5a a 9 años;Masculino;2
2015;CHIQUIMULA;CHIQUIMULA;10a  a 14 años;Femenino;1
2015;IZABAL;LIVINGSTON;10a  a 14 años;Femenino;1
2015;ZACAPA;GUALÁN;10a  a 14 años;Femenino;2
2015;ZACAPA;RÍO HONDO;10a  a 14 años;Femenino;1
2015;ZACAPA;TECULUTÁN;10a  a 14 años;Femenino;1
2015;ZACAPA;ZACAPA;10a  a 14 años;Femenino;4
2016;ALTA VERAPAZ;LA TINTA;10a  a 14 años;Femenino;1
2016;ALTA VERAPAZ;SAN PEDRO CARCHÁ;10a  a 14 años;Femenino;1
2016;ALTA VERAPAZ;SANTA CRUZ VERAPAZ;10a  a 14 años;Femenino;1
2016;BAJA VERAPAZ;CUBULCO;10a  a 14 años;Femenino;1
2016;CHIQUIMULA;CHIQUIMULA;10a  a 14 años;Femenino;1
2016;CHIQUIMULA;ESQUIPULAS;10a  a 14 años;Femenino;4
2016;CHIQUIMULA;IPALA;10a  a 14 años;Femenino;5
2016;CHIQUIMULA;JOCOTÁN;10a  a 14 años;Femenino;6
2016;CHIQUIMULA;SAN JUAN LA ERMITA;10a  a 14 años;Femenino;2
2016;EL PETEN;DOLORES;10a  a 14 años;Femenino;1
2016;EL PETEN;EL CHAL;10a  a 14 años;Femenino;1
2016;EL PETEN;LAS CRUCES;10a  a 14 años;Femenino;2
2016;EL PETEN;POPTÚN;10a  a 14 años;Femenino;2
2016;EL PETEN;SAN ANDRÉS;10a  a 14 años;Femenino;1
2016;EL PROGRESO;SAN ANTONIO LA PAZ;10a  a 14 años;Femenino;2
2016;ESCUINTLA;ESCUINTLA;10a  a 14 años;Femenino;1
2016;ESCUINTLA;NUEVA CONCEPCIÓN;10a  a 14 años;Femenino;3
2016;GUATEMALA;AMATITLÁN;10a  a 14 años;Femenino;1
2016;GUATEMALA;GUATEMALA;10a  a 14 años;Femenino;14
2016;GUATEMALA;MIXCO;10a  a 14 años;Femenino;13
2016;GUATEMALA;SAN JOSÉ DEL GOLFO;10a  a 14 años;Femenino;1
2016;GUATEMALA;SAN JOSÉ PINULA;10a  a 14 años;Femenino;1
2016;GUATEMALA;SAN JUAN SACATEPÉQUEZ;10a  a 14 años;Femenino;1
2016;HUEHUETENANGO;COLOTENANGO;10a  a 14 años;Femenino;1
2016;HUEHUETENANGO;LA DEMOCRACIA;10a  a 14 años;Femenino;1
2016;IZABAL;EL ESTOR;10a  a 14 años;Femenino;1
2016;IZABAL;LIVINGSTON;10a  a 14 años;Femenino;1
2016;IZABAL;LOS AMATES;10a  a 14 años;Femenino;1
2016;JALAPA;JALAPA;10a  a 14 años;Femenino;1
2016;JALAPA;SAN LUIS JILOTEPEQUE;10a  a 14 años;Femenino;2
2016;JALAPA;SAN MANUEL CHAPARRÓN;10a  a 14 años;Femenino;1
2016;JUTIAPA;ASUNCIÓN MITA;10a  a 14 años;Femenino;1
2016;JUTIAPA;ATESCATEMPA;10a  a 14 años;Femenino;3
2016;JUTIAPA;SANTA CATARINA MITA;10a  a 14 años;Femenino;2
2016;QUETZALTENANGO;COATEPEQUE;10a  a 14 años;Femenino;6
2016;QUETZALTENANGO;EL PALMAR;10a  a 14 años;Femenino;1
2016;QUETZALTENANGO;FLORES COSTA CUCA;10a  a 14 años;Femenino;5
2016;QUETZALTENANGO;GÉNOVA;10a  a 14 años;Femenino;6
2016;QUICHE;IXCÁN;10a  a 14 años;Femenino;1
2016;QUICHE;PACHALÚN;10a  a 14 años;Femenino;8
2016;RETALHULEU;EL ASINTAL;10a  a 14 años;Femenino;2
2016;RETALHULEU;RETALHULEU;10a  a 14 años;Femenino;1
2016;RETALHULEU;SAN MARTÍN ZAPOTITLÁN;10a  a 14 años;Femenino;2
2016;RETALHULEU;SANTA CRUZ MULÚA;10a  a 14 años;Femenino;1
2016;SAN MARCOS;MALACATÁN;10a  a 14 años;Femenino;1
2016;SANTA ROSA;BARBERENA;10a  a 14 años;Femenino;6
2016;SANTA ROSA;CUILAPA;10a  a 14 años;Femenino;2
2016;SANTA ROSA;NUEVA SANTA ROSA;10a  a 14 años;Femenino;3
2016;SANTA ROSA;PUEBLO NUEVO VIÑAS;10a  a 14 años;Femenino;6
2016;SUCHITEPEQUEZ;CUYOTENANGO;10a  a 14 años;Femenino;1
2016;SUCHITEPEQUEZ;MAZATENANGO;10a  a 14 años;Femenino;1
2016;SUCHITEPEQUEZ;SAMAYAC;10a  a 14 años;Femenino;1
2016;SUCHITEPEQUEZ;SAN FRANCISCO ZAPOTITLÁN;10a  a 14 años;Femenino;1
2016;SUCHITEPEQUEZ;SANTO TOMÁS LA UNIÓN;10a  a 14 años;Femenino;1
2016;ZACAPA;CABAÑAS;10a  a 14 años;Femenino;1
2016;ZACAPA;GUALÁN;10a  a 14 años;Femenino;7
2016;ZACAPA;HUITÉ;10a  a 14 años;Femenino;1
2016;ZACAPA;LA UNIÓN;10a  a 14 años;Femenino;13
2017;BAJA VERAPAZ;CUBULCO;10a  a 14 años;Femenino;1
2017;CHIQUIMULA;CHIQUIMULA;10a  a 14 años;Femenino;2
2017;ESCUINTLA;SIQUINALÁ;10a  a 14 años;Femenino;2
2017;GUATEMALA;GUATEMALA;10a  a 14 años;Femenino;7
2017;GUATEMALA;MIXCO;10a  a 14 años;Femenino;2
2017;GUATEMALA;VILLA CANALES;10a  a 14 años;Femenino;1
2017;JALAPA;SAN MANUEL CHAPARRÓN;10a  a 14 años;Femenino;1
2017;QUETZALTENANGO;COATEPEQUE;10a  a 14 años;Femenino;1
2017;QUICHE;PACHALÚN;10a  a 14 años;Femenino;1
2017;ZACAPA;TECULUTÁN;10a  a 14 años;Femenino;1
2017;ZACAPA;USUMATLÁN;10a  a 14 años;Femenino;1
2017;ZACAPA;ZACAPA;10a  a 14 años;Femenino;1
2018;GUATEMALA;GUATEMALA;10a  a 14 años;Femenino;2
2018;HUEHUETENANGO;HUEHUETENANGO;10a  a 14 años;Femenino;1
2018;QUETZALTENANGO;COATEPEQUE;10a  a 14 años;Femenino;2
2018;QUETZALTENANGO;FLORES COSTA CUCA;10a  a 14 años;Femenino;1
2018;ZACAPA;TECULUTÁN;10a  a 14 años;Femenino;1
2018;ZACAPA;ZACAPA;10a  a 14 años;Femenino;2
2019;ALTA VERAPAZ;TUCURÚ;10a  a 14 años;Femenino;1
2019;CHIQUIMULA;SAN JACINTO;10a  a 14 años;Femenino;1
2019;CHIQUIMULA;SAN JUAN LA ERMITA;10a  a 14 años;Femenino;1
2019;EL PETEN;SAN LUIS;10a  a 14 años;Femenino;2
2019;ESCUINTLA;SIQUINALÁ;10a  a 14 años;Femenino;2
2019;GUATEMALA;GUATEMALA;10a  a 14 años;Femenino;12
2019;JUTIAPA;JEREZ;10a  a 14 años;Femenino;1
2019;JUTIAPA;JUTIAPA;10a  a 14 años;Femenino;1
2019;QUETZALTENANGO;FLORES COSTA CUCA;10a  a 14 años;Femenino;1
2019;QUICHE;PACHALÚN;10a  a 14 años;Femenino;1
2019;SANTA ROSA;CUILAPA;10a  a 14 años;Femenino;1
2022;ESCUINTLA;ESCUINTLA;10a  a 14 años;Femenino;1
2023;EL PETEN;SAN BENITO;10a  a 14 años;Femenino;2
2024;EL PETEN;SAN BENITO;10a  a 14 años;Femenino;2
2024;GUATEMALA;VILLA CANALES;10a  a 14 años;Femenino;1
2015;ESCUINTLA;MASAGUA;10a  a 14 años;Masculino;1
2015;ZACAPA;RÍO HONDO;10a  a 14 años;Masculino;1
2015;ZACAPA;TECULUTÁN;10a  a 14 años;Masculino;1
2015;ZACAPA;ZACAPA;10a  a 14 años;Masculino;7
2016;ALTA VERAPAZ;COBÁN;10a  a 14 años;Masculino;2
2016;ALTA VERAPAZ;SAN PEDRO CARCHÁ;10a  a 14 años;Masculino;2
2016;CHIQUIMULA;CHIQUIMULA;10a  a 14 años;Masculino;1
2016;CHIQUIMULA;ESQUIPULAS;10a  a 14 años;Masculino;3
2016;CHIQUIMULA;JOCOTÁN;10a  a 14 años;Masculino;1
2016;CHIQUIMULA;QUETZALTEPEQUE;10a  a 14 años;Masculino;2
2016;CHIQUIMULA;SAN JUAN LA ERMITA;10a  a 14 años;Masculino;3
2016;EL PETEN;EL CHAL;10a  a 14 años;Masculino;1
2016;EL PETEN;LAS CRUCES;10a  a 14 años;Masculino;1
2016;EL PETEN;SAYAXCHÉ;10a  a 14 años;Masculino;1
2016;EL PROGRESO;SAN ANTONIO LA PAZ;10a  a 14 años;Masculino;2
2016;ESCUINTLA;GUANAGAZAPA;10a  a 14 años;Masculino;1
2016;ESCUINTLA;SANTA LUCÍA COTZUMALGUAPA;10a  a 14 años;Masculino;1
2016;ESCUINTLA;SAN VICENTE PACAYA;10a  a 14 años;Masculino;1
2016;GUATEMALA;AMATITLÁN;10a  a 14 años;Masculino;1
2016;GUATEMALA;GUATEMALA;10a  a 14 años;Masculino;22
2016;GUATEMALA;MIXCO;10a  a 14 años;Masculino;5
2016;GUATEMALA;SAN JUAN SACATEPÉQUEZ;10a  a 14 años;Masculino;1
2016;GUATEMALA;VILLA CANALES;10a  a 14 años;Masculino;1
2016;GUATEMALA;VILLA NUEVA;10a  a 14 años;Masculino;3
2016;IZABAL;EL ESTOR;10a  a 14 años;Masculino;1
2016;JALAPA;SAN LUIS JILOTEPEQUE;10a  a 14 años;Masculino;2
2016;JUTIAPA;ATESCATEMPA;10a  a 14 años;Masculino;1
2016;JUTIAPA;SANTA CATARINA MITA;10a  a 14 años;Masculino;1
2016;QUETZALTENANGO;COATEPEQUE;10a  a 14 años;Masculino;5
2016;QUETZALTENANGO;EL PALMAR;10a  a 14 años;Masculino;1
2016;QUETZALTENANGO;FLORES COSTA CUCA;10a  a 14 años;Masculino;6
2016;QUETZALTENANGO;GÉNOVA;10a  a 14 años;Masculino;3
2016;QUICHE;NEBAJ;10a  a 14 años;Masculino;1
2016;QUICHE;PACHALÚN;10a  a 14 años;Masculino;7
2016;RETALHULEU;SAN FELIPE;10a  a 14 años;Masculino;1
2016;SAN MARCOS;MALACATÁN;10a  a 14 años;Masculino;1
2016;SANTA ROSA;BARBERENA;10a  a 14 años;Masculino;6
2016;SANTA ROSA;CASILLAS;10a  a 14 años;Masculino;1
2016;SANTA ROSA;CUILAPA;10a  a 14 años;Masculino;4
2016;SANTA ROSA;NUEVA SANTA ROSA;10a  a 14 años;Masculino;2
2016;SANTA ROSA;PUEBLO NUEVO VIÑAS;10a  a 14 años;Masculino;3
2016;SUCHITEPEQUEZ;CUYOTENANGO;10a  a 14 años;Masculino;1
2016;SUCHITEPEQUEZ;SAMAYAC;10a  a 14 años;Masculino;1
2016;SUCHITEPEQUEZ;SANTO DOMINGO SUCHITEPÉQUEZ;10a  a 14 años;Masculino;1
2016;SUCHITEPEQUEZ;SANTO TOMÁS LA UNIÓN;10a  a 14 años;Masculino;1
2016;ZACAPA;CABAÑAS;10a  a 14 años;Masculino;1
2016;ZACAPA;HUITÉ;10a  a 14 años;Masculino;1
2016;ZACAPA;TECULUTÁN;10a  a 14 años;Masculino;1
2016;ZACAPA;USUMATLÁN;10a  a 14 años;Masculino;1
2017;CHIQUIMULA;ESQUIPULAS;10a  a 14 años;Masculino;2
2017;EL PETEN;EL CHAL;10a  a 14 años;Masculino;1
2017;ESCUINTLA;SIQUINALÁ;10a  a 14 años;Masculino;1
2017;GUATEMALA;AMATITLÁN;10a  a 14 años;Masculino;1
2017;GUATEMALA;GUATEMALA;10a  a 14 años;Masculino;7
2017;IZABAL;LOS AMATES;10a  a 14 años;Masculino;1
2017;QUETZALTENANGO;COATEPEQUE;10a  a 14 años;Masculino;2
2017;QUETZALTENANGO;COLOMBA;10a  a 14 años;Masculino;2
2017;QUETZALTENANGO;GÉNOVA;10a  a 14 años;Masculino;1
2017;SANTA ROSA;BARBERENA;10a  a 14 años;Masculino;1
2017;SANTA ROSA;PUEBLO NUEVO VIÑAS;10a  a 14 años;Masculino;1
2017;ZACAPA;CABAÑAS;10a  a 14 años;Masculino;1
2017;ZACAPA;USUMATLÁN;10a  a 14 años;Masculino;1
2017;ZACAPA;ZACAPA;10a  a 14 años;Masculino;1
2018;CHIMALTENANGO;YEPOCAPA;10a  a 14 años;Masculino;1
2018;ESCUINTLA;GUANAGAZAPA;10a  a 14 años;Masculino;1
2018;GUATEMALA;GUATEMALA;10a  a 14 años;Masculino;4
2018;QUETZALTENANGO;FLORES COSTA CUCA;10a  a 14 años;Masculino;1
2018;SANTA ROSA;BARBERENA;10a  a 14 años;Masculino;1
2018;SANTA ROSA;SANTA ROSA DE LIMA;10a  a 14 años;Masculino;1
2019;GUATEMALA;GUATEMALA;10a  a 14 años;Masculino;17
2019;IZABAL;EL ESTOR;10a  a 14 años;Masculino;1
2019;JUTIAPA;JEREZ;10a  a 14 años;Masculino;2
2019;QUETZALTENANGO;FLORES COSTA CUCA;10a  a 14 años;Masculino;1
2019;QUETZALTENANGO;GÉNOVA;10a  a 14 años;Masculino;1
2019;SUCHITEPEQUEZ;SANTO TOMÁS LA UNIÓN;10a  a 14 años;Masculino;1
2020;QUETZALTENANGO;FLORES COSTA CUCA;10a  a 14 años;Masculino;1
2023;EL PETEN;SAN BENITO;10a  a 14 años;Masculino;2
2023;QUETZALTENANGO;GÉNOVA;10a  a 14 años;Masculino;1
2024;EL PETEN;SAN BENITO;10a  a 14 años;Masculino;2
2024;GUATEMALA;GUATEMALA;10a  a 14 años;Masculino;1
2015;SUCHITEPEQUEZ;SANTO DOMINGO SUCHITEPÉQUEZ;15a  a 19 años;Femenino;1
2015;ZACAPA;ESTANZUELA;15a  a 19 años;Femenino;1
2015;ZACAPA;HUITÉ;15a  a 19 años;Femenino;2
2015;ZACAPA;RÍO HONDO;15a  a 19 años;Femenino;1
2015;ZACAPA;ZACAPA;15a  a 19 años;Femenino;1
2016;ALTA VERAPAZ;CHAHAL;15a  a 19 años;Femenino;3
2016;ALTA VERAPAZ;COBÁN;15a  a 19 años;Femenino;4
2016;ALTA VERAPAZ;SAN PEDRO CARCHÁ;15a  a 19 años;Femenino;1
2016;ALTA VERAPAZ;SANTA CRUZ VERAPAZ;15a  a 19 años;Femenino;1
2016;BAJA VERAPAZ;CUBULCO;15a  a 19 años;Femenino;2
2016;BAJA VERAPAZ;RABINAL;15a  a 19 años;Femenino;1
2016;BAJA VERAPAZ;SAN JERÓNIMO;15a  a 19 años;Femenino;1
2016;CHIQUIMULA;CHIQUIMULA;15a  a 19 años;Femenino;2
2016;CHIQUIMULA;CONCEPCIÓN LAS MINAS;15a  a 19 años;Femenino;1
2016;CHIQUIMULA;ESQUIPULAS;15a  a 19 años;Femenino;11
2016;CHIQUIMULA;IPALA;15a  a 19 años;Femenino;2
2016;CHIQUIMULA;JOCOTÁN;15a  a 19 años;Femenino;3
2016;CHIQUIMULA;SAN JUAN LA ERMITA;15a  a 19 años;Femenino;7
2016;EL PETEN;EL CHAL;15a  a 19 años;Femenino;1
2016;EL PETEN;POPTÚN;15a  a 19 años;Femenino;3
2016;EL PETEN;SAN LUIS;15a  a 19 años;Femenino;2
2016;EL PETEN;SAYAXCHÉ;15a  a 19 años;Femenino;1
2016;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;15a  a 19 años;Femenino;1
2016;EL PROGRESO;SAN ANTONIO LA PAZ;15a  a 19 años;Femenino;2
2016;ESCUINTLA;ESCUINTLA;15a  a 19 años;Femenino;1
2016;ESCUINTLA;GUANAGAZAPA;15a  a 19 años;Femenino;2
2016;ESCUINTLA;LA DEMOCRACIA;15a  a 19 años;Femenino;1
2016;ESCUINTLA;MASAGUA;15a  a 19 años;Femenino;1
2016;ESCUINTLA;NUEVA CONCEPCIÓN;15a  a 19 años;Femenino;6
2016;ESCUINTLA;PUERTO DE SAN JOSÉ;15a  a 19 años;Femenino;1
2016;GUATEMALA;AMATITLÁN;15a  a 19 años;Femenino;4
2016;GUATEMALA;GUATEMALA;15a  a 19 años;Femenino;22
2016;GUATEMALA;MIXCO;15a  a 19 años;Femenino;12
2016;GUATEMALA;SAN JUAN SACATEPÉQUEZ;15a  a 19 años;Femenino;3
2016;GUATEMALA;VILLA CANALES;15a  a 19 años;Femenino;1
2016;HUEHUETENANGO;COLOTENANGO;15a  a 19 años;Femenino;1
2016;HUEHUETENANGO;LA DEMOCRACIA;15a  a 19 años;Femenino;1
2016;HUEHUETENANGO;SANTA ANA HUISTA;15a  a 19 años;Femenino;1
2016;IZABAL;LIVINGSTON;15a  a 19 años;Femenino;4
2016;IZABAL;LOS AMATES;15a  a 19 años;Femenino;1
2016;IZABAL;MORALES;15a  a 19 años;Femenino;1
2016;JALAPA;JALAPA;15a  a 19 años;Femenino;4
2016;JALAPA;SAN PEDRO PINULA;15a  a 19 años;Femenino;1
2016;JUTIAPA;ASUNCIÓN MITA;15a  a 19 años;Femenino;2
2016;JUTIAPA;ATESCATEMPA;15a  a 19 años;Femenino;1
2016;JUTIAPA;SANTA CATARINA MITA;15a  a 19 años;Femenino;5
2016;QUETZALTENANGO;COATEPEQUE;15a  a 19 años;Femenino;2
2016;QUETZALTENANGO;COLOMBA;15a  a 19 años;Femenino;2
2016;QUETZALTENANGO;EL PALMAR;15a  a 19 años;Femenino;3
2016;QUETZALTENANGO;FLORES COSTA CUCA;15a  a 19 años;Femenino;4
2016;QUETZALTENANGO;GÉNOVA;15a  a 19 años;Femenino;4
2016;QUICHE;PACHALÚN;15a  a 19 años;Femenino;11
2016;RETALHULEU;EL ASINTAL;15a  a 19 años;Femenino;1
2016;RETALHULEU;SAN FELIPE;15a  a 19 años;Femenino;5
2016;RETALHULEU;SANTA CRUZ MULÚA;15a  a 19 años;Femenino;1
2016;SACATEPEQUEZ;ANTIGUA GUATEMALA;15a  a 19 años;Femenino;2
2016;SAN MARCOS;MALACATÁN;15a  a 19 años;Femenino;3
2016;SANTA ROSA;BARBERENA;15a  a 19 años;Femenino;12
2016;SANTA ROSA;CUILAPA;15a  a 19 años;Femenino;3
2016;SANTA ROSA;NUEVA SANTA ROSA;15a  a 19 años;Femenino;7
2016;SANTA ROSA;ORATORIO;15a  a 19 años;Femenino;1
2016;SANTA ROSA;PUEBLO NUEVO VIÑAS;15a  a 19 años;Femenino;8
2016;SANTA ROSA;SAN RAFAEL LAS FLORES;15a  a 19 años;Femenino;3
2016;SUCHITEPEQUEZ;SAMAYAC;15a  a 19 años;Femenino;1
2016;SUCHITEPEQUEZ;SAN FRANCISCO ZAPOTITLÁN;15a  a 19 años;Femenino;3
2016;SUCHITEPEQUEZ;SANTA BÁRBARA;15a  a 19 años;Femenino;1
2016;SUCHITEPEQUEZ;SANTO DOMINGO SUCHITEPÉQUEZ;15a  a 19 años;Femenino;1
2016;ZACAPA;GUALÁN;15a  a 19 años;Femenino;11
2016;ZACAPA;LA UNIÓN;15a  a 19 años;Femenino;10
2016;ZACAPA;TECULUTÁN;15a  a 19 años;Femenino;1
2016;ZACAPA;ZACAPA;15a  a 19 años;Femenino;2
2017;CHIQUIMULA;CHIQUIMULA;15a  a 19 años;Femenino;8
2017;CHIQUIMULA;JOCOTÁN;15a  a 19 años;Femenino;1
2017;CHIQUIMULA;SAN JOSÉ LA ARADA;15a  a 19 años;Femenino;1
2017;CHIQUIMULA;SAN JUAN LA ERMITA;15a  a 19 años;Femenino;3
2017;EL PETEN;SAYAXCHÉ;15a  a 19 años;Femenino;1
2017;ESCUINTLA;ESCUINTLA;15a  a 19 años;Femenino;1
2017;ESCUINTLA;NUEVA CONCEPCIÓN;15a  a 19 años;Femenino;3
2017;ESCUINTLA;PUERTO DE SAN JOSÉ;15a  a 19 años;Femenino;2
2017;GUATEMALA;GUATEMALA;15a  a 19 años;Femenino;13
2017;JALAPA;SAN MANUEL CHAPARRÓN;15a  a 19 años;Femenino;1
2017;QUETZALTENANGO;COATEPEQUE;15a  a 19 años;Femenino;3
2017;QUETZALTENANGO;COLOMBA;15a  a 19 años;Femenino;2
2017;QUETZALTENANGO;FLORES COSTA CUCA;15a  a 19 años;Femenino;2
2017;QUICHE;PACHALÚN;15a  a 19 años;Femenino;1
2017;SANTA ROSA;BARBERENA;15a  a 19 años;Femenino;2
2017;ZACAPA;TECULUTÁN;15a  a 19 años;Femenino;2
2018;ESCUINTLA;NUEVA CONCEPCIÓN;15a  a 19 años;Femenino;4
2018;GUATEMALA;AMATITLÁN;15a  a 19 años;Femenino;2
2018;GUATEMALA;GUATEMALA;15a  a 19 años;Femenino;7
2018;IZABAL;LIVINGSTON;15a  a 19 años;Femenino;1
2018;JUTIAPA;AGUA BLANCA;15a  a 19 años;Femenino;2
2018;QUETZALTENANGO;COATEPEQUE;15a  a 19 años;Femenino;2
2018;QUETZALTENANGO;FLORES COSTA CUCA;15a  a 19 años;Femenino;2
2018;SANTA ROSA;SAN RAFAEL LAS FLORES;15a  a 19 años;Femenino;2
2018;ZACAPA;TECULUTÁN;15a  a 19 años;Femenino;1
2019;CHIMALTENANGO;YEPOCAPA;15a  a 19 años;Femenino;1
2019;CHIQUIMULA;CHIQUIMULA;15a  a 19 años;Femenino;1
2019;ESCUINTLA;NUEVA CONCEPCIÓN;15a  a 19 años;Femenino;1
2019;ESCUINTLA;SIQUINALÁ;15a  a 19 años;Femenino;1
2019;GUATEMALA;AMATITLÁN;15a  a 19 años;Femenino;2
2019;GUATEMALA;GUATEMALA;15a  a 19 años;Femenino;5
2019;GUATEMALA;SAN PEDRO AYAMPUC;15a  a 19 años;Femenino;1
2019;JUTIAPA;JEREZ;15a  a 19 años;Femenino;1
2019;QUETZALTENANGO;COATEPEQUE;15a  a 19 años;Femenino;1
2019;QUETZALTENANGO;FLORES COSTA CUCA;15a  a 19 años;Femenino;1
2019;SAN MARCOS;SAN MARCOS;15a  a 19 años;Femenino;1
2019;SANTA ROSA;SAN RAFAEL LAS FLORES;15a  a 19 años;Femenino;2
2019;SUCHITEPEQUEZ;MAZATENANGO;15a  a 19 años;Femenino;2
2019;SUCHITEPEQUEZ;PATULUL;15a  a 19 años;Femenino;1
2019;ZACAPA;TECULUTÁN;15a  a 19 años;Femenino;2
2020;SANTA ROSA;SAN RAFAEL LAS FLORES;15a  a 19 años;Femenino;1
2023;EL PETEN;SAN BENITO;15a  a 19 años;Femenino;5
2024;EL PETEN;SAN BENITO;15a  a 19 años;Femenino;4
2015;CHIQUIMULA;CHIQUIMULA;15a  a 19 años;Masculino;1
2015;IZABAL;LIVINGSTON;15a  a 19 años;Masculino;1
2015;ZACAPA;GUALÁN;15a  a 19 años;Masculino;2
2015;ZACAPA;ZACAPA;15a  a 19 años;Masculino;4
2016;ALTA VERAPAZ;CHAHAL;15a  a 19 años;Masculino;2
2016;ALTA VERAPAZ;SAN PEDRO CARCHÁ;15a  a 19 años;Masculino;2
2016;ALTA VERAPAZ;SANTA CRUZ VERAPAZ;15a  a 19 años;Masculino;1
2016;ALTA VERAPAZ;TACTIC;15a  a 19 años;Masculino;2
2016;CHIQUIMULA;CHIQUIMULA;15a  a 19 años;Masculino;1
2016;CHIQUIMULA;CONCEPCIÓN LAS MINAS;15a  a 19 años;Masculino;1
2016;CHIQUIMULA;ESQUIPULAS;15a  a 19 años;Masculino;5
2016;CHIQUIMULA;IPALA;15a  a 19 años;Masculino;2
2016;CHIQUIMULA;JOCOTÁN;15a  a 19 años;Masculino;3
2016;CHIQUIMULA;SAN JACINTO;15a  a 19 años;Masculino;1
2016;CHIQUIMULA;SAN JUAN LA ERMITA;15a  a 19 años;Masculino;7
2016;EL PETEN;DOLORES;15a  a 19 años;Masculino;1
2016;EL PETEN;EL CHAL;15a  a 19 años;Masculino;1
2016;EL PETEN;POPTÚN;15a  a 19 años;Masculino;2
2016;EL PETEN;SAYAXCHÉ;15a  a 19 años;Masculino;1
2016;EL PROGRESO;SAN ANTONIO LA PAZ;15a  a 19 años;Masculino;3
2016;ESCUINTLA;ESCUINTLA;15a  a 19 años;Masculino;1
2016;ESCUINTLA;GUANAGAZAPA;15a  a 19 años;Masculino;2
2016;ESCUINTLA;LA DEMOCRACIA;15a  a 19 años;Masculino;1
2016;ESCUINTLA;PUERTO DE SAN JOSÉ;15a  a 19 años;Masculino;1
2016;ESCUINTLA;SAN VICENTE PACAYA;15a  a 19 años;Masculino;1
2016;GUATEMALA;AMATITLÁN;15a  a 19 años;Masculino;2
2016;GUATEMALA;GUATEMALA;15a  a 19 años;Masculino;14
